Ch.,B,A,x0,y0,Ra_1,Dec_1,FWHMx,FWHMy,Mag_1,Beta,r,Angle,RMSE,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx_1,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B_x,V,R_x,J,H,K,u,g,r_xa,i,z,angDist,Ra_2,Dec_2,Mag_2,ABS_Mag,luminosity,Mass,Plx_2,PM,RV,plx_in_arsec,distnace_from_earth,Separation,plx_arsec,distance_from_earth,TV,True_Velocity,velocity_dispersion,Log(Velocity Dispersion),L_size,Log(L_size),Log(Mass),average VD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.795,-45.8358,-7.61709,-20.62739018,1.52E+10,811.7382685,0.4558,1.602,,4.56E-04,2193.9446,,,,,,,,,,2.909416021,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.759,-45.8557,-6.44457,-19.45487002,5.18E+09,596.2298523,0.5499,3.993,,5.50E-04,1818.5125,,,,,,,,,,2.775413717,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.751,-45.8554,-6.41685,-19.42715005,5.04E+09,591.8964287,1.0507,4.835,,0.0010507,951.74646,,,,,,,,,,2.77224572,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.783,-45.8545,-7.46968,-20.47997979,1.33E+10,780.8527044,0.7611,3.831,,7.61E-04,1313.8878,,,,,,,,,,2.892569119,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.77,-45.8313,-6.7943,-19.80460004,7.14E+09,653.7065872,,,,,,,,,,,,,,,2.815382861,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.792,-45.8527,-6.21988,-19.23018006,4.21E+09,561.9981217,-0.0245,4.59,,-2.45E-05,-40816.33,,,,,,,,,,2.749734864,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.792,-45.8341,-8.40558,-21.41587952,3.15E+10,998.9162737,0.3807,5.6,,3.81E-04,2626.7402,,,,,,,,,,2.999529088,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.789,-45.8536,-6.93512,-19.94542006,8.13E+09,678.3855343,-1.5431,5.095,,-0.0015431,-648.04614,,,,,,,,,,2.831476579,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.777,-45.8316,-7.26521,-20.27551011,1.10E+10,739.9479226,-0.1885,4.359,,-1.89E-04,-5305.0396,,,,,,,,,,2.869201155,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.787,-45.8541,-7.15445,-20.1647499,9.95E+09,718.6920574,0.9872,9.96,,9.87E-04,1012.9659,,,,,,,,,,2.856542845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.743,-45.855,-7.8637,-20.87399987,1.91E+10,866.1637123,,,,,,,,,,,,,,,2.937599985,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.801,-45.8498,-8.12711,-21.13740948,2.44E+10,928.3333253,0.0863,4.272,,8.63E-05,11587.485,,,,,,,,,,2.967703941,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.794,-45.8526,-6.86105,-19.87135009,7.60E+09,665.2906782,-0.2444,4.543,,-2.44E-04,-4091.653,,,,,,,,,,2.823011438,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.774,-45.856,-5.88947,-18.89977006,3.10E+09,515.197469,1.9187,3.225,,0.0019187,521.1862,,,,,,,,,,2.711973721,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.782,-45.8319,-7.4682,-20.47850016,1.33E+10,780.548725,0.0773,3.632,,7.73E-05,12936.61,,,,,,,,,,2.892400019,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.766,-45.8307,-8.19102,-21.20131997,2.59E+10,944.0782589,0.7078,5.175,,7.08E-04,1412.8285,,,,,,,,,,2.975007996,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.795,-45.8525,-6.28833,-19.29863003,4.48E+09,572.2129974,,,,,,,,,,,,,,,2.757557718,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.795,-45.8344,-7.3254,-20.33569983,1.16E+10,751.7613276,0.6494,4.378,,6.49E-04,1539.8829,,,,,,,,,,2.876079981,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.747,-45.8558,-7.48915,-20.49945,1.35E+10,784.8637773,-0.1433,4.331,,-1.43E-04,-6978.367,,,,,,,,,,2.894794286,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.769,-45.8565,-13.0203,-26.03059987,2.21E+12,3364.540026,0.169,4.74,,1.69E-04,5917.1597,,,,,,,,,,3.526925699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.78,-45.8557,-8.79621,-21.80651025,4.51E+10,1107.063671,0.1239,3.8,,1.24E-04,8071.0254,,,,,,,,,,3.0441726,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.755,-45.8566,-7.45896,-20.46926001,1.32E+10,778.6530722,0.3368,4.491,,3.37E-04,2969.121,,,,,,,,,,2.891344001,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.796,-45.8526,-7.70047,-20.71076993,1.65E+10,829.7459371,0.0954,4.334,,9.54E-05,10482.181,,,,,,,,,,2.918945135,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.798,-45.852,-7.28419,-20.29449013,1.12E+10,743.6529432,5.9494,18.482,,0.0059494,168.08418,,,,,,,,,,2.871370301,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.744,-45.8313,-9.25219,-22.26248959,6.87E+10,1248.200996,0.5145,6.906,-31.59,5.15E-04,1943.6345,,,,,,,,,,3.096284525,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.771,-45.8304,-6.61877,-19.62907008,6.08E+09,624.1978878,0.5749,1.993,,5.75E-04,1739.4331,,,,,,,,,,2.795322295,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.764,-45.8571,-7.27086,-20.28116015,1.11E+10,741.0489129,-0.0425,3.922,,-4.25E-05,-23529.412,,,,,,,,,,2.869846874,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.784,-45.8315,-7.07064,-20.08094004,9.21E+09,703.0149756,0.5439,0.607,,5.44E-04,1838.5732,,,,,,,,,,2.846964576,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.776,-45.8306,-6.51965,-19.52994994,5.55E+09,608.12699,-1.0074,5.217,,-0.0010074,-992.65436,,,,,,,,,,2.783994279,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.762,-45.8572,-9.12708,-22.13737992,6.12E+10,1207.77567,0.0247,4.195,,2.47E-05,40485.83,,,,,,,,,,3.081986277,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.76,-45.8299,-6.71329,-19.72359017,6.63E+09,639.9183898,1.3847,4.306,,0.0013847,722.1781,,,,,,,,,,2.806124591,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.801,-45.8352,-7.87667,-20.88696984,1.94E+10,869.1250502,-0.5748,4.503,,-5.75E-04,-1739.7355,,,,,,,,,,2.939082267,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.749,-45.8568,-7.52452,-20.53481988,1.40E+10,792.2031362,,,,,,,,,,,,,,,2.898836557,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.779,-45.8566,-7.43752,-20.44781998,1.29E+10,774.2722822,0.9783,5.346,,9.78E-04,1022.18134,,,,,,,,,,2.888893712,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.794,-45.8328,-6.10374,-19.11404017,3.78E+09,545.0818659,-0.072,2.398,,-7.20E-05,-13888.89,,,,,,,,,,2.736461734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.743,-45.8564,-6.38595,-19.39625005,4.90E+09,587.1029883,0.1782,3.374,,1.78E-04,5611.6724,,,,,,,,,,2.768714291,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.747,-45.8569,-7.372,-20.38230017,1.22E+10,761.0369342,0.6772,4.421,,6.77E-04,1476.6686,,,,,,,,,,2.881405734,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.791,-45.832,-6.6435,-19.65379981,6.22E+09,628.2732215,,,,,,,,,,,,,,,2.798148549,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.783,-45.8307,-6.03961,-19.04990987,3.56E+09,535.9602192,-1.8605,4.15,,-0.0018605,-537.4899,,,,,,,,,,2.729132556,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.786,-45.856,-6.80008,-19.81037978,7.18E+09,654.7016016,0.6406,0.897,,6.41E-04,1561.0364,,,,,,,,,,2.816043403,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.751,-45.8574,-6.89629,-19.90658978,7.85E+09,671.4888911,0.0072,4.5,,7.20E-06,138888.89,,,,,,,,,,2.827038832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.791,-45.8552,-7.16632,-20.1766198,1.01E+10,720.9404713,-0.4199,6.16,,-4.20E-04,-2381.5195,,,,,,,,,,2.857899406,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.796,-45.8328,-6.2445,-19.25480012,4.30E+09,565.6510333,0.2305,2.042,,2.31E-04,4338.395,,,,,,,,,,2.752548585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.742,-45.8567,-7.61133,-20.62162999,1.52E+10,810.5087599,1.7165,9.301,,0.0017165,582.5808,,,,,,,,,,2.908757713,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8,-45.8338,-7.50131,-20.51160983,1.37E+10,787.3792769,,,,,,,,,,,,,,,2.89618398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.798,-45.8537,-7.47238,-20.48268012,1.33E+10,781.4077743,0.4281,3.275,,4.28E-04,2335.9028,,,,,,,,,,2.892877728,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.782,-45.8302,-8.03588,-21.04618005,2.24E+10,906.3119774,0.0136,4.685,,1.36E-05,73529.414,,,,,,,,,,2.957277719,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.779,-45.8298,-7.56558,-20.57587985,1.45E+10,800.8093321,,,,,,,,,,,,,,,2.903529125,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.801,-45.8529,-7.08501,-20.09531001,9.34E+09,705.6784548,-0.6912,4.677,,-6.91E-04,-1446.7592,,,,,,,,,,2.848606858,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.774,-45.8294,-6.62947,-19.63976983,6.14E+09,625.9578976,1.9473,4.644,,0.0019473,513.53156,,,,,,,,,,2.796545123,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.754,-45.8292,-7.45558,-20.46588019,1.31E+10,777.9608392,0.3449,4.598,,3.45E-04,2899.391,,,,,,,,,,2.890957736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.785,-45.8303,-7.3188,-20.32909993,1.16E+10,750.4568156,-1.3402,6.011,,-0.0013402,-746.1573,,,,,,,,,,2.875325706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.799,-45.8539,-8.10274,-21.11304024,2.38E+10,922.3991309,0.1893,4.576,,1.89E-04,5282.62,,,,,,,,,,2.964918885,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.745,-45.8575,-6.31584,-19.32613972,4.60E+09,576.3704181,0.4274,1.57,,4.27E-04,2339.7285,,,,,,,,,,2.760701683,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.743,-45.8574,-5.50461,-18.51491002,2.18E+09,465.5750691,0.1782,3.374,,1.78E-04,5611.6724,,,,,,,,,,2.667989716,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.777,-45.858,-5.23858,-18.24888018,1.70E+09,434.0965224,-0.242,4.536,,-2.42E-04,-4132.2314,,,,,,,,,,2.637586307,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.772,-45.8584,-9.38994,-22.40024022,7.80E+10,1294.277655,,,,,,,,,,,,,,,3.112027454,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.784,-45.8574,-7.00412,-20.01441983,8.66E+09,690.8158068,-1.2359,1.52,,-0.0012359,-809.1269,,,,,,,,,,2.839362266,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.765,-45.8588,-7.74775,-20.75804976,1.72E+10,840.1339679,0.2474,4.589,,2.47E-04,4042.0374,,,,,,,,,,2.924348544,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.749,-45.8584,-7.00637,-20.01667002,8.68E+09,691.2249907,0.6315,4.536,,6.32E-04,1583.5314,,,,,,,,,,2.839619431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.756,-45.8283,-8.33915,-21.34945039,2.96E+10,981.6059606,0.5147,5.343,,5.15E-04,1942.8793,,,,,,,,,,2.991937187,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.747,-45.8584,-6.7988,-19.80909995,7.17E+09,654.4811412,0.4798,4.941,,4.80E-04,2084.202,,,,,,,,,,2.815897137,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.789,-45.83,-8.06664,-21.07693986,2.31E+10,913.6779129,,,,,,,,,,,,,,,2.960793126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.778,-45.8287,-5.61202,-18.62231997,2.40E+09,478.9223884,1.9978,5.931,,0.0019978,500.5506,,,,,,,,,,2.68026514,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.776,-45.8587,-7.25153,-20.26183013,1.09E+10,737.2889564,-0.7595,4.61,,-7.60E-04,-1316.6556,,,,,,,,,,2.867637729,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.769,-45.8591,-8.21752,-21.22781972,2.65E+10,950.6847755,0.3714,4.612,,3.71E-04,2692.515,,,,,,,,,,2.978036539,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.78,-45.8287,-9.54327,-22.55357007,8.98E+10,1347.568544,0.1192,4.567,,1.19E-04,8389.262,,,,,,,,,,3.129550865,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.742,-45.8582,-5.94022,-18.95051984,3.25E+09,522.1240469,1.2424,2.337,,0.0012424,804.89374,,,,,,,,,,2.717773696,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.763,-45.8278,-8.64402,-21.65432004,3.92E+10,1063.602704,0.864,14.853,,8.64E-04,1157.4073,,,,,,,,,,3.026779433,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.776,-45.8282,-7.09665,-20.10695008,9.44E+09,707.843343,0.4035,1.805,,4.04E-04,2478.315,,,,,,,,,,2.849937152,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.786,-45.858,-6.52591,-19.53620986,5.58E+09,609.1295914,0.0287,4.316,,2.87E-05,34843.207,,,,,,,,,,2.784709698,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.771,-45.8278,-6.92925,-19.93954972,8.09E+09,677.3383762,0.4094,1.576,,4.09E-04,2442.599,,,,,,,,,,2.830805682,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.749,-45.8591,-7.07655,-20.08684996,9.26E+09,704.1091626,0.5243,4.111,,5.24E-04,1907.305,,,,,,,,,,2.847639996,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.743,-45.8587,-10.1081,-23.11839989,1.51E+11,1563.517855,0.1721,4.501,,1.72E-04,5810.5757,,,,,,,,,,3.194102845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8,-45.8555,-8.0491,-21.05939988,2.27E+10,909.4703763,0.1124,4.296,,1.12E-04,8896.797,,,,,,,,,,2.958788558,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.75,-45.8278,-7.33013,-20.34043006,1.17E+10,752.6976809,1.0663,5.267,9.76,0.0010663,937.8223,,,,,,,,,,2.876620578,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.74,-45.8584,-7.32219,-20.33248976,1.16E+10,751.1265547,0.5186,10.592,,5.19E-04,1928.2684,,,,,,,,,,2.875713116,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.779,-45.8591,-6.02372,-19.03401974,3.51E+09,533.7237665,0.653,8.188,,6.53E-04,1531.3936,,,,,,,,,,2.727316542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.778,-45.8592,-7.83423,-20.8445299,1.86E+10,859.4725069,0.653,8.188,,6.53E-04,1531.3936,,,,,,,,,,2.934231989,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.789,-45.8579,-6.32275,-19.33305005,4.63E+09,577.4194837,0.0208,4.807,,2.08E-05,48076.92,,,,,,,,,,2.761491434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.789,-45.8291,-8.27842,-21.2887204,2.80E+10,966.0433554,0.8116,6.283,,8.12E-04,1232.134,,,,,,,,,,2.984996618,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.797,-45.8564,-9.66729,-22.67758969,1.01E+11,1392.273433,0.3668,2.463,-25.99,3.67E-04,2726.2812,,,,,,,,,,3.143724536,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.785,-45.8285,-9.7361,-22.74640015,1.07E+11,1417.713872,,,,,,,,,,,,,,,3.151588589,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.766,-45.8272,-7.54873,-20.55902985,1.43E+10,797.2663086,0.3512,6.901,,3.51E-04,2847.3801,,,,,,,,,,2.901603412,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.782,-45.859,-7.81343,-20.82372979,1.83E+10,854.7809467,-0.633,6.25,,-6.33E-04,-1579.7788,,,,,,,,,,2.931854833,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.792,-45.8576,-7.71794,-20.72823981,1.67E+10,833.569264,-0.3289,5.283,,-3.29E-04,-3040.4377,,,,,,,,,,2.920941693,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.746,-45.8594,-7.78089,-20.79118994,1.77E+10,847.4927539,0.2766,4.091,,2.77E-04,3615.3289,,,,,,,,,,2.928135994,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.783,-45.859,-7.31885,-20.32915,1.16E+10,750.4667033,-0.633,6.25,,-6.33E-04,-1579.7788,,,,,,,,,,2.875331428,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.757,-45.8601,-7.13815,-20.14845017,9.80E+09,715.615963,0.1705,4.514,,1.70E-04,5865.103,,,,,,,,,,2.85468002,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.776,-45.8274,-6.75017,-19.76047019,6.86E+09,646.1590777,0.4035,1.805,,4.04E-04,2478.315,,,,,,,,,,2.81033945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.752,-45.8601,-6.02012,-19.0304201,3.50E+09,533.2184331,0.2422,4.369,,2.42E-04,4128.8193,,,,,,,,,,2.726905154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.76,-45.8605,-9.16143,-22.17173032,6.32E+10,1218.742724,-0.2529,3.921,,-2.53E-04,-3954.132,,,,,,,,,,3.085912036,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.787,-45.8281,-7.29535,-20.30565003,1.13E+10,745.8400801,0.2132,3.543,,2.13E-04,4690.431,,,,,,,,,,2.872645718,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.764,-45.8266,-7.31507,-20.32537011,1.15E+10,749.7205947,0.3512,6.901,,3.51E-04,2847.3801,,,,,,,,,,2.874899441,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.79,-45.8586,-7.911,-20.92129973,2.00E+10,877.0122985,0.2464,3.406,,2.46E-04,4058.442,,,,,,,,,,2.943005684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.751,-45.8603,-7.11797,-20.12826995,9.62E+09,711.8257726,0.1896,4.257,,1.90E-04,5274.2617,,,,,,,,,,2.852373708,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.767,-45.8606,-10.8284,-23.83869961,2.93E+11,1889.830323,0.1011,4.141,,1.01E-04,9891.197,,,,,,,,,,3.276422813,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.783,-45.8275,-6.56267,-19.57297019,5.77E+09,615.0506454,1.0975,3.901,,0.0010975,911.16174,,,,,,,,,,2.788910879,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.752,-45.8267,-9.41358,-22.4238799,7.97E+10,1302.354249,1.0663,5.267,9.76,0.0010663,937.8223,,,,,,,,,,3.114729131,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.793,-45.8287,-6.78545,-19.79574994,7.08E+09,652.1859244,0.2193,2.47,,2.19E-04,4559.9634,,,,,,,,,,2.814371422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.757,-45.8265,-8.56427,-21.57456998,3.65E+10,1041.514067,0.4823,4.076,,4.82E-04,2073.3982,,,,,,,,,,3.01766514,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.785,-45.8276,-6.67327,-19.68357018,6.39E+09,633.214539,0.641,7.566,,6.41E-04,1560.0624,,,,,,,,,,2.801550878,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.756,-45.8607,-8.04925,-21.05954961,2.27E+10,909.506211,-1.3987,4.728,,-0.0013987,-714.9496,,,,,,,,,,2.958805669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.793,-45.8583,-6.91859,-19.92889003,8.01E+09,675.441019,,,,,,,,,,,,,,,2.829587431,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.801,-45.8301,-8.24871,-21.25900964,2.73E+10,958.5198281,0.7468,13.517,,7.47E-04,1339.0466,,,,,,,,,,2.981601101,
